"MfgCode","MfgName"
"978","Topics Entertainment"
"979","Toshiba"
"98","Avanquest USA"
"980","TouchStone Software Corporation"
"981","Tracker Software Products"
"982","TradeTouch.com inc."
"983","TransSoft Ltd."
"984","Transcend Information Inc."
"985","Transom Technologies, Inc."
"986","Transparent Language"
"987","Traveling Software"
"988","Traveling Software, Inc."
"989","TreeCardGames.com"
"99","Avante International Technology, Inc."
"990","Trend Micro Inc."
"991","TriMetrix"
"992","Trident"
"993","TrueBASIC"
"994","Truedox Technology Corporation"
"995","Tryllian B.V."
"996","TurboLinux, Inc."
"997","Turtle Beach"
"998","Twelve Tone Systems"
"999","Tyan Computer Corporation"
"A2","Ai Squared"
"AB","Applied Biosystems"
"ABBYS","ABBY Software Ltd."
"ABC","American Biometric Company"
"ABIT","ABIT"
"ABS","Advanced Visual Systems"
"ABSB","Atlas"
"ACD","ACD Systems Ltd."
"ACM","Association for Computing Machinery"
"ACR","Acronis"
"ADS","ADS Tech"
"AEC","Aec software"
"AGE","AGE Logic Inc."
"AHE","Academy for Healthcare Education"
"ANSYS","ANSYS"
"AOL","America Online"
"AP","AP Professional"
"APC","American Power Conversion"
"ARIADNE","ARIADNE"
"ASAP","ASAP Software Express, INC"
"ASPYR","ASPYR"
"AST","AST Research Inc."
"AT&T","AT&T Inc."
"ATI","ATI Technologies Inc."
"ATM","ATM"
"AVG","AVG"
"Abbyy","Abbyy USA Software House Inc."
"Abelbeck","Abelbeck Software"
"AbleSoft","AbleSoft inc."
"Absoft","Absoft Corporation"
"Acbel","Acbel Technologies Inc."
"Access","Access Software Inc."
"AccessData","AccessData"
"Accolade","Accolade, Inc"
"Acer","Acer Communications & Multimedia America Inc."
"Acoustica Inc","Acoustica, Inc."
"ActionTec","ActionTec"
"Active","ActiveState Corporation"
"ActiveEdu","Active Education"
"ActiveX","ActiveX"
"Activision","Activision Inc."
"Adaptec","Adaptec Inc."
"Add New, 2K","2K"
"Addison-Wesley","Addison-Wesley Publishing Company Inc."
"Adobe","Adobe Systems Incorporated"
"Adtech","Adtech Inc."
"AdvSoft","Advanced Software Technologies"
"Advanced","Advanced Gravis Computer Technology Ltd."
"Adventure","Adventure Company"
"Aetna","Aetna.inc"
"Agere Systems","Agere Systems Inc."
"Ahead","Ahead Software AG"
"AirDefense","AirDefense.net"
"Akella","Akella"
"Aker","Aker Corporation"
"Aladdin","Aladdin Systems Inc."
"Alcatel","Alcatel Interwoking"
"Aldus","Aldus Corporation"
"Alexsys","Alexsys Corporation"
"Alist","A-List"
"Allaire","Allaire Corporation"
"Allied","Allied Electronics Inc."
"Allume","Allume Systems"
"Alpha","Alpha Software Corp."
"Alsoft","Alsoft, Inc."
"Altima Tech","Altima Technologies, Inc."
"Aludra","Aludra Software"
"Aluria Software","Aluria Software"
"AlwaysTech","Always Technology Corporation"
"Amecisco","Amecisco"
"American Busine","American Business Information"
"American Mega","American Megatrends Inc."
"Andyne","Andyne Computing Limited"
"Anonymizer","Anonymizer Inc."
"Ansoft","Ansoft HFSS"
"AnvilLogic","AnvilLogic"
"Apian","Apian Software"
"Apogee","Apogee Software"
"Apple","Apple Computer Inc."
"Application Sys","Application Systems Heidelberg Software"
"Apricorn","Apricorn"
"AquaMinds","AquaMinds Software Corporation"
"Arabesque","Arabesque Software Inc."
"AramediA","AramediA Group"
"Arbor Networks","ArborNetworks"
"ArcSoft","ArcSoft"
"Arcada","Arcada Software"
"Arenanet","Arenanet"
"Argus","Argus Systems Group Inc."
"Arkose","Arkose Software"
"Arobas Music","Arobas Music"
"Art Technology","Art Technology Group Inc"
"Art","Art, Inc."
"Artech","Artech Studios"
"Artis","Artis"
"Artisoft","Artisoft Inc."
"Artworx","Artworx Software Company Inc."
"Arup","Arup"
"Asante","Asante Technologies, Inc."
"Ascaron","Ascaron Entertainment GmbH"
"Ashampoo","Ashampoo Inc."
"Ashton","Ashton-Tate"
"Assembler","Assembler Software"
"AstaroAG","Astaro AG"
"Astra","AstraWare"
"Asus","AsusTek Computer Inc."
"Asymetrix","Asymetrix Corporation"
"AtEase","At Ease Computing, Inc"
"AtLast!","AtLast! Software Inc"
"Atari","Atari"
"Atlas Bus","Atlas Business Solutions Inc."
"AtomicDisc","Atomic Disc Media, Inc"
"Attachmate","Attachmate Corp."
"Austin-Hayne","Austin-Hayne Corporation"
"Autodesk","Autodesk"
"Autumn","Autumn Hill Software"
"Av","Avantos"
"AvQu","Avanquest USA"
"Avante","Avante International Technology, Inc."
"Avery Software","Avery Software"
"Avid","Avid"
"BB","Banner Blue Software"
"BBC Multimedia","BBC Multimedia"
"BEST","Best Software SB Inc."
"BETHSOFT","Bethesda SoftWorks"
"BHV Software","BHV Software"
"BL","BusLogic"
"BLOCPublishing","BLOCPublishing"
"BMC","BMC Software Inc."
"BN","B&N"
"BNoble","Barnes & Noble"
"BT","BT"
"BTW","Books That Work"
"BVRP","BVRP Software Inc."
"Bamboo Tech","Bamboo Technology, LLC"
"Bare","Bare Bones Software Inc."
"BeLight","BeLight Software"
"Bea","Bea Systems, Inc."
"Beermat","Beermat Software Ltd."
"Belkin Corp","Belkin Corp"
"Bell","Bell Atlantic Internet Solutions Inc."
"Berkley","Berkley Systems"
"Bernoulli Box","Bernoulli Box Enhancement Software"
"Big Island Publ","Big Island Publishing"
"Big","Bigelow & Holmes Inc."
"BigFishGames","Big Fish Games"
"BiophInstrument","Biospherical Instrument Inc."
"Bit","Bit Software Inc."
"BitDefender","BitDefender"
"Bitstream","Bitstream Inc."
"Black Isle","Black Isle Studios"
"Black Tooth","Black Tooth Inc"
"Black","Black Mashannon Systems"
"Blizzard","Blizzard Entertainment Inc."
"BlockFinancial","Block Financial Corp."
"Blockbuster","Blockbuster Entertainment Inc."
"Blue Ocean","Blue Ocean Software Inc."
"Blue","Blue Data Inc."
"Bned","BNeD"
"Bold Games","Bold Games"
"Bookmaker","BookMaker Corporation"
"Boomerang","Boomerang Software"
"Boris","Boris"
"Borland","Borland International Inc."
"BorlandSoft","Borland Software Corp."
"Brad","Brad Quick"
"Brady","Brady"
"Brainchild","Brainchild Design"
"Brash Entertain","Brash Entertainment"
"Britannica","Britannica Inc."
"Broderbund","Broderbund Software Inc"
"Bryon Preiss","Byron Preiss Multimedia"
"Buena Vista","Buena Vist Software"
"Buerg","Buerg Software"
"Bullfrog","Bullfrog Productions LTD"
"Burpee","Burpee & Co."
"Burton","Burton Group"
"BusinessLogicCo","Business Logic Corporation"
"BusinessObjects","Business Objects"
"Bytesize","Bytesize CD-ROM Inc."
"C&G","Casady & Greene Inc."
"C&M","C&M Software"
"CAI","Computer Associates International Inc."
"CAM","CAM Development"
"CCR","CCR Inc"
"CDH","CDH Productions"
"CDS","Concentric Data Systems Inc."
"CDV","CDV Software and Entertainment"
"CE","CE Software Inc."
"CG","CrystalGraphics Inc."
"CISS","CISS"
"CLA","Clarion"
"CMP","CMP Media LLC"
"CMS","Colorado Memory Systems,Inc"
"CRT","CRT Multimedia"
"CW","CodeWeavers, Inc."
"CYA","CYA Technologies"
"CableTron","CableTron Systems Inc."
"Caere","Caere Corporation"
"Caldera","Caldera Inc."
"Calera","Calera"
"Cali","Caligari Corp."
"Canon Inc","Canon Inc."
"Canonical","Canonical Ltd."
"Canopy","Canopy Productions Inc."
"Capcom","Capcom"
"CardTech","CardTech / SecurTech"
"Cardiff","Cardiff Software, Inc."
"Cassidy","Cassidy & Greene Inc."
"Catalog","Catalog Systems Inc."
"Celeris","Celeris Inc."
"CenterLine Soft","Center Line Software"
"CentralPoint","Central Point Software"
"Centurion","Centurion Technologies"
"Check Point SW","Check Point Software Technologies Ltd"
"Chen","ChenBros Software"
"Cheyenne","Cheyenne Software Inc."
"ChiefArchi","Chief Architect"
"Chris","Chris Elsbree"
"Chronos","Chronos Limited Company"
"Ciber","Ciber"
"Cinemaware","Cinemaware Marquee"
"Cinnamon","Cinnamon Interactive"
"CircusPonies","Circus Ponies Software, Inc."
"Cisco","Cisco Systems Inc."
"Claris","Claris Corporation"
"Clear","Clear Software Inc"
"ClearwellSystem","Clearwell Systems, Inc."
"ClickArt","ClickArt"
"Cliff","Cliff Notes Incorporated"
"Climenhage","Todd Climenhage"
"CoComp","Co Comp Inc."
"Code-it","Code-It .com"
"CodeM","Codemasters"
"Coeli","Coeli Software Products"
"CoffeeCup","CoffeeCup Software Inc."
"Cogn","CogniTech Corp."
"Colin","Colin Laplace"
"CollgePowerPrep","College PowerPrep"
"ColorVision","ColorVision"
"Colorado","Colorado Memory Systems"
"Colorific","Colorific"
"Communique","Communique Laboratory Inc."
"CompCore","CompCore Multimedia, Inc."
"CompGamesZine","Computer Games Magazine"
"CompLit","Computer Literacy"
"Compaq","Compaq"
"Complete Man.","Complete Manufacturing Solutions"
"Compton","Comptons NewMedia, Inc."
"CompuAdd","CompuAdd Inc."
"CompuDyne","Compudyne"
"CompuServe","CompuServe Inc."
"Compusa","CompUSA"
"Computer","Computer"
"ComputerA","Computer Associates"
"ComputerGraphic","Computer Graphic Service Ltd."
"Computrace","Computrace"
"Compuware","CompuWare Corp."
"Conicwall","SonicWALL"
"Connectix","Connectix Corporation"
"Conner","Conner Peripherals Inc."
"Contact","Contact Plus Corporation"
"ContentWatch","ContentWatch, Inc."
"Core Learning","Core Learning Ltd"
"Core","Core Publishing Inc."
"Corel","Corel Corporation"
"Corex","Corex"
"Cosmi","Cosmi Corporation"
"Creative Multi","Creative Multimedia Corporation"
"Creative","Creative Labs Inc."
"CreativeWonders","Creative Wonders"
"Crescent","Crescent Software Inc"
"CrypticStudios","Cryptic Studios"
"CrystalVision ","CrystalVision"
"Crytek","Crytek GmbH"
"Curious","Curious Labs Inc."
"CursorArts","CursorArts Company"
"Cusee Me","CU-seeMe Networks"
"Cutting","Cutting Edge Software Inc."
"Cyber-Ark","Cyber-Ark"
"CyberMedia","CyberMedia Inc"
"CyberPath","CyberPath Inc."
"Cyberlink","Cyberlink"
"Cydor","Cydor Technologies Ltd."
"Cygnet","Cygnet Technologies Inc."
"D&D","Deitel and Deitel"
"DATAPRO","DATAPRO"
"DBC","Data Base Communications, Inc."
"DCA","DCA"
"DD","Donohoe Digital"
"DEK","DEK Software International"
"DI","DIAdem"
"DIAGSoft","DIAGSoft"
"DISA","Defenses Information Systems Agency"
"DIT","DIT Inc."
"DK","Dorling Kindersley Ltd."
"DMDC","Defense Manpower Data Center"
"DOC","Department of Commerce"
"DOD","Department of Defence"
"DR","Digital River"
"DSwift","DigitalSwift Corporation"
"DVO","DVO Enterprises"
"DaVinci","Da Vinci Systems Corp."
"Dantz","Dantz Development Corporation"
"DarkBay","Dark Bay Ltd."
"Data Becker","Data Becker"
"DataFellows","Data Fellows"
"DataJunction","Data Junction Corp."
"DataKey","DataKey"
"DataS","DataStorm Technologies Inc."
"DataV","Data Viz Inc."
"DataViz","DataViz Inc."
"Datatech","DataTech Software"
"David","David J. Harrier"
"Davidson","Davidson"
"Dazor","Dazor Manufacturing Corp."
"DeLorme","DeLorme corporation"
"Defender Pro","Defender Pro"
"Dell","Dell"
"Delphic","Delphic Oracle Entertainment"
"Delrina","Delrina Technology Inc."
"Delta Point","Delta Point Inc."
"Deneb","Deneb Robotics Inc."
"Deneba","Deneba Software"
"DesignScience","Design Science Inc."
"Destineer","Destineer Studios Inc."
"DiamondComputer","Diamond Computer Systems, Inc."
"Diebold","Diebold Election Systems Inc."
"DigiBuy","DigiBuy"
"DigiEquip","Digital Equipment Corporation"
"Digital Illusio","Digital Illusions CE AB"
"Digital Leisure","Digital Leisure Inc."
"Digital Praise","Digital Praise Inc"
"Digital","Digital Research Inc."
"DigitalCom","Digital Communications Associates INC."
"DigitalInstrum","Digital Instrumentation Technology, Inc."
"Disney","Disney"
"DisneyInter","Disney Interactive"
"DisneyPixar","Disney/ Pixar"
"Dolphin Comp","Dolphin Computer Access Ltd."
"Donnay","Donnay Software Designs"
"Doug","Doug White"
"DrSolomons","Dr Solomons Software Inc."
"Dragon","Dragon Systems"
"Dream Works","Dream Works Animation L..L.C."
"DreamCatcher","DreamCatcher Interactive Inc."
"DualstarInter","Duelstar Interactive"
"Dynalivery","Dynalivery"
"Dynamix","Dynamix Inc."
"EAGames","EAGames"
"EAInc.","Electronic Arts Inc."
"EAPogo","EA Pogo"
"EBOOK","E-Book Systems Inc."
"ECMA","ECMA"
"EDU","Educational Initiatives Group Inc."
"EMS","EMS Database Management Solutions, Inc."
"EPox","EPox Computer"
"EQ","EarthQuest Inc."
"ESET","ESET Software"
"ESRI","ESRI"
"ESS","Election Systems & Software"
"EXCELON","eXcelon Corporation"
"EXP","EXP Computers Inc."
"EZDRIVE","EZ-Drive"
"EarthLink","Earthlink Inc."
"Eddy","The Eddy Group"
"Edmark","Edmark Corporation"
"Edward","Edward N. Weber"
"Eicon","Eicon Technology Corporation"
"Eidos","Eidos Interactive Inc."
"Electrogig","Electrogig Inc."
"ElectronicArts","Electronic Arts Ltd"
"Elegant","Elegant tech Internet Consultant"
"Elibrium Inc","Elibrium Inc"
"Embarcadero","Embarcadero Technologies"
"Empire","Empire Interactive"
"EnCase","EnCase"
"Encore","Encore Software Inc."
"Encyclopedia","Encyclopedia Britannica"
"Enlight","Enlight"
"Ensoniq","Ensoniq"
"EntCorp","Enterprise Corporation International"
"Entegrity","Entegrity Solutions Corporation"
"Enterasys","Enterasys Networks"
"Entropic","Entropic Research Labratory Inc."
"Entrust","Entrust"
"Eovia","Eovia Corporation"
"Epic","Epic MegaGames Inc."
"Epson","Epson"
"Ericom","Ericom Software Inc."
"Error Free","Error Free Productions"
"Ethan","Ethan Engineering"
"Everex","Everex Systems Inc."
"Evolution","Evolution Computing"
"ExSoftware","Experience In Software, Inc."
"Executive","Executive Software"
"Expert","Expert Software Inc."
"Extensis","Extensis Inc."
"FBM","FBM Software"
"FISSEA","Federal Information Systems Security Educator Assoc."
"FMS","FMS, Inc."
"FOGWARE","Fogware Publishing"
"FRISK","FRISK Software Internationa;"
"FS","Farstone"
"FTP","FTP Software Inc."
"FUTURE","Future Publishing"
"FWB","FWB Software"
"FX","Software FX"
"FaceTime","FaceTime Inc."
"Fairfield","Fairfield Language Technologies"
"Falcon","Falcon Systems Incorporated"
"Fauve","Fauve Software"
"Fawcette","Fawcette Technical Publications"
"Fifth","Fifth Generations Systems Inc."
"FileMaker Inc.","FileMaker Inc."
"FinSys","FinSys Consultants"
"FinalDraft","Final Draft"
"FinePrint","FinePrint Software"
"Firaxis","Firaxis Games"
"FireFly","FireFly Studios Ltd."
"First Data Corp","First Data Corp"
"Fitzco","Fitzco"
"Flagship Studio","Flagship Studios Inc"
"Flambeaux","Flambeaux Software"
"Fluent","Fluent"
"Fluenz","Fluenz"
"Flying Lab Soft","Flying Lab Software"
"Focus","Focus"
"Folio","Folio Corp."
"Fookes","Fookes Software"
"Fore","Fore Systems, Inc."
"ForensicTech","Forensic Technology"
"Foundsecure","FoundSecure Tech Partners"
"Fox","Fox Interactive"
"Fractal","Fractal Design"
"Frame","Frame Technology Corporation"
"Franklin Covey","Franklin Covey"
"FreeSci","Freedom Scientific"
"Freeware","Freeware"
"Frog","Frog Software"
"FrontRange","FrontRange Solutions Inc."
"Frontier","Frontier Technologies Corp."
"Fsecure","F-Secure Inc."
"FtCat","Fat Cat"
"Fujitsu","Fujitsu"
"Future Vision","Future Vision Multimedia Inc."
"FutureDomain","Future Domain Corp."
"FutureNetwork","Future Network USA"
"G7","G7 Productivity Systems"
"GD","Graphical Dynamics"
"GF","Gary Fisher"
"GFi","GFi"
"GMT","Greenwhich Mean Time UTA"
"GMU","GMU"
"GS","Guidance Software"
"GSL","Geller Software Laboratories, INC"
"GSP","Global Software Publishing, NA., INC."
"GameHouse","GameHouse Inc."
"GameMill","GameMill"
"GameSpy","GameSpy Industries, Inc"
"Gameday","Gameday Software LLC"
"Gartner","Gartner Group Learning"
"Gas Powered","Gas Powered Games Corp."
"Gateway 2000","Gateway"
"Gateway2000","Gateway2000"
"Gathering","Gathering of Developers"
"Gazelle","Gazelle Systems"
"Gearbox","Gearbox Software"
"Gemplus","Gemplus"
"Gemstone","GemStone Systems, Inc."
"Genes and Thing","Genes&Things"
"Giant","Giant"
"Global Network","Global Network Navigator Inc."
"Global","Global Beach"
"GlobalSCAPE","GlobalSCAPE Inc."
"GlobalStar","Global Star Software"
"GoA","GoAmerica"
"GoBack","GoBack"
"GoGame ","GoGame Entertainment"
"Gold","Gold Disk Inc."
"GotGame","Got Game Entertainment"
"Graffti Ent","Graffiti Entertainment"
"Graham","Graham Software Co."
"Graphsim","Graphsim Entertainment"
"GreatBridge","GreatBridge"
"Greenstreet","Greenstreet Software"
"Grolier","Grolier Interactive Inc."
"Grove","Groove Media Inc."
"Gupta","Gupta Technologies Inc."
"HART","Hart Intercivic Inc."
"HGames","HeadGames Publishing, Inc"
"HL","Honestech"
"HP","Hewlett Packard"
"HPInvent","HP"
"HRBlock","H&R Block"
"HS","HelpStar"
"HSC","HSC Software"
"HTCITech","HTCI LC Technology"
"HYCD","HyCD"
"Hallmark","Hallmark"
"Harf","Harf Information Technology"
"Hasbro","Hasbro Interactive Inc."
"Haupp","Hauppauge Computer Works."
"HavenTree","Haven Tree Software"
"HeR","Her Interactive"
"Headstrong","Headstrong"
"Hemera","Hemera Technologies Inc."
"Hercules","Hercules Computer Technology Inc."
"Hi Tech Exp","HI Tech Expressions"
"Hi","Houston Instrument"
"Hibbit","Hibbit Karlsson And Sorensen INC."
"High","Higher Order Software"
"Hip","Hip Games"
"Hitachi","Hitachi Ltd."
"Hot Dog","Sausage Software Pty Ltd."
"HotDog","HotDog Professional"
"HotMix","Hot Mix"
"Hough","Houghton Mifflin Co."
"Hoyle","Hoyle"
"Hummingbird","Hummingbird Communications Ltd."
"Humongous","Humongous Entertainment Inc."
"Hycones","Hycones Information tech"
"IATAC","Information Assurance Technology Analysis Center"
"IBM","IBM Inc."
"ICOM","ICOM Simulations Inc."
"ICQ","ICQ Inc."
"ICS","Intelligent Computer Solutions"
"IDEAL","Ideal link Inc."
"IDEALC","Ideal"
"IDG Books ","IDG Books Worldwide, Inc"
"IDL","IDL Software"
"IIM","Integrated Inference Machines"
"IK Multimedia","IK Multimedia"
"ILogix","I-Logix"
"IMAGINOVA","Imaginova Corp."
"IMCEDA","IMCEDA Software"
"IMute","InterMute"
"INXILE","inXile entertainment"
"IONA","IONA Tecnologies"
"IOSS","IOSS"
"IOTech","IOTech Inc"
"IPC","IPC"
"IRIS","I.R.I.S."
"ISS","Interactive Software Services Ltd."
"ISSS","ISSS Inc."
"ITP","International Thomson Publishing Inc"
"Id","Id Software Inc."
"IdeaFisher","IdeaFisher Systems, Inc."
"IdeaSoft","IdeaSoft"
"IdenticatorTech","Identicator Technology"
"Identix","Identix"
"Iform","The Internet Forms Co."
"Illusion","Illusion Softworks"
"Imaging Resch","Imaging Research Inc."
"Immunalysis","Immunalysis"
"Impact","Impact Software"
"Impulse","Impulse Software Inc."
"Imsi","IMSI"
"InMac","InMac"
"Individual","Individual Software Inc."
"Indy","IndySoft Corporation"
"InfoMagic","InfoMagic Inc."
"InfoWorld","InfoWorld"
"Infocom","Infocom"
"Infogrames","Infogrames"
"Infopulse","Infopulse"
"Information","Information Builder"
"Infowave","Infowave Software Inc."
"Ingava","Ingava.com"
"Innervision","InnerVision"
"Innosoft","Innosoft International"
"Inprise","Inprise Co."
"Inset","Inset Systems"
"Insightful Corp","Insightful Corporation"
"Insignia","Insignia Solutions"
"Inso","Inso corporation"
"Inspiration","Inspiration Software Inc."
"InstallShield","InstallShield Software Co."
"IntAuto","Intelligent Automation, Inc."
"Intego","Intego"
"Intel","Intel"
"Intelligence","Intelligence and Control Services"
"Intelliquis","Intelliquis"
"InterSecurSys","Internet Security Systems"
"InterSolv","InterSolv,Inc."
"InterVideo","InterVideo"
"Interact","Interact Commerce Corporation"
"Interlogic","Interlogic"
"International","International Publishing Service"
"Interplay","Interplay"
"Intervisual","Intervisual Communications Inc."
"Intuit","Intuit Inc."
"InverseInk","Inverse Ink"
"Iomega","Iomega Corporation"
"Ipswitch","Ipswitch Inc"
"Island Graphics","Island Graphics Corp"
"Isys","Isys/Odyssey Development"
"Iterated","Iterated Systems. Inc"
"Ithaca","Ithaca Street Software"
"JBIZ","JBIZ Consulting"
"JP","Jeff Prosise"
"JWR","JWR Software Solutions Ltd."
"Jalapeno","Jalapeno"
"Jandel","Jandel Corporation"
"Janel","Janel Scientific"
"Janton","Janton"
"Jasc","Jasc Software"
"Jaton","Jaton"
"Jetico","Jetico  Inc."
"Jian","Jian Inc."
"Johannes","Johannes Wallroth"
"JohnDeere","John Deere"
"JonathanBoakes","Jonathan Boakes"
"Juno","Juno"
"KAI","Korenthal Associates Inc."
"KEY","Keynetics"
"KL","KL Group Inc."
"Kaspersky","Kaspersky"
"KeInst","Keithley Instruments"
"Kensington","Kensington"
"Kidasa","KIDASA Software"
"Kingston","Kingston Technology"
"Kismet","Kismet Analytic Corp."
"Knoppix","Knoppix-std"
"Knowledge","Knowledge Adventure Inc."
"KnowledgePoint","KnowledgePoint"
"Kodak","Eastman Kodak Company"
"Konami","Konami"
"Kutoka","Kutoka Interactive"
"Kye","Key Systems Corp."
"LG","Logitech"
"LS","Language Systems Corporation"
"LTree","Learning Tree"
"LURHQ","LURHQ"
"LYRIQ","LYRIQ International Corporation"
"LaCie Limited","LaCie Limited"
"LabView","National Instruments"
"Lahey","Lahey Computer Systems Inc."
"Landmark","Landmark Research International Corporation"
"LanguageForce","LanguageForce, Inc"
"LapLink","LapLink Inc."
"Laser","Laser Publishing Group"
"LaserStation","Laser Station"
"LaserTools","LaserTools"
"Late","Late Night Software Ltd."
"Lava","Lava Software Pty Ltd."
"Layout","Layout Ltd."
"Leadtek","Leadtek"
"LeapFrog","LeapFrog"
"Learning","The Learning Company Inc."
"Legacy","Legacy Interactive"
"Legato","Legato Systems, Inc."
"Legendo","Legendo Entertainment AB"
"LeisterProduct","Leister Productions"
"Level","Level Systems International Inc."
"Leveractive","Leveractive"
"Lexias","Lexias Inc."
"Lexis Pub","Lexis Publishing"
"Lexmark","Lexmark"
"Lightdog","Lightdog"
"LighthouseInter","Lighthouse Interactive"
"Lin","Linguists Software, Inc."
"Linspire","Linspire Inc."
"Linux Format","Linux Format"
"Linux Magazine","Linux Magazine"
"Linux","Linux"
"LinuxGear","LinuxGear Publishing"
"LinuxProMagaz","Linux Pro Magazine"
"LionHead","Lionhead Studios Inc."
"Lockheed Martin","Lockheed Martin "
"Logic General","Logic General"
"LogicWorks","Logic Works"
"Lotus","Lotus Development Corporation"
"Lucas","LucasArts Entertainment Company LLC."
"Lucent","Lucent Technologies"
"Lugaru Software","Lugaru Software"
"Lugaru","Lugaru Software Ltd."
"Lutris Technolo","Lutris Technologies"
"Lynn","Lynn Peavey Company"
"M & R Tech","M & R Technologies"
"M&T","M&T Books"
"MAGIX","MAGIX Computer Products"
"MAKEMUSIC","MakeMusic, Inc."
"MCAFI","McAfee Inc."
"MCGRAW","McGraw-Hill Companies"
"MDynamics","Mechanical Dynamics, Inc."
"MEGA","Megahertz"
"MFactory","MFactory"
"MGI","MGI"
"MHBP","Mail Handler Benefit Plan"
"MICROPROSE","MICROPROSE"
"MIGO Software","MIGO Software"
"MK","Merak"
"MKS","Mortice Kern Systems Inc."
"MKSsoftware","MKS"
"MMI","Mortgage Marketing Inc."
"MP3.com Inc","MP3.com Inc"
"MTL","Media Technologies Limited"
"MUNICHPM","Munich perl mongers"
"MYFAMILY","MyFamily.com Inc."
"MYOB","MYOB Limited"
"Mac and Win","MacAcademy and Windows Academy"
"MacAddict","MacAddict"
"MacM","Macmillan Computer Publishing"
"MacNeal","MacNeal-Schwendler Corp."
"MacPub","Mac Publishing, L.L.C."
"MacWorld","MacWorld"
"MacXWare","macXware"
"Macmillan","Macillan USA Inc."
"MacroMind Inc","MacroMind Inc"
"Macromedia","Macromedia Inc."
"Macsyma","Macsyma Inc."
"Macware","Macware, Inc."
"Majesco","Majesco Entertainment"
"Mandrake","MandrakeSoft"
"MapInfo","MapInfo Corporation"
"Mar","Marimba Inc"
"Marc","MARC Software International Inc."
"Mares","Mares and Company LLC."
"Mari","Mariner"
"Maris","Maris Multimedia Ltd."
"Mark","Markzware"
"Masque","Masque"
"Math","MathSoft"
"MathWorks","The MathWorks"
"Matrox","Matrox"
"Matterware","Matterware"
"Maus","Maus Software"
"Maverick","Maverick Software"
"Maxim","Maxim Integrated Products, Inc"
"Maxis","Maxis"
"Maxtor","Maxtor"
"Maxware","Maxware"
"McAfee","McAfee Software"
"McD","McDonalds Yourself Fitness"
"McNeil Consumer","McNeil Consumer & specialty Pharmaceuticals Co"
"Meade","Meade Instruments"
"Media GraphicsI","Media Graphics International"
"MediaRecover","MediaRecover, LLC"
"MediaVision","Media Vision"
"Mediafour","Mediafour"
"Mediamatics","MediaMatics"
"Mediaware","Mediaware Solutions Pty Ltd."
"Medio","Medio Multimedia Inc."
"Meridian","Meridian Technology Inc."
"MetaCreations","MetaCreations"
"Metatec","Metatec Co."
"Metro Link","Metro Link Inc."
"Metrowerks","Metrowerks"
"Mets","MetsanElaimet Production"
"MiK","MikTex Project"
"Michael","Michael Koszenski"
"Micrel","Micrel-Synergy Semiconductor"
"Micro Focus","Micro Focus Incorporated"
"MicroGrafx","MicroGrafx, Inc."
"MicroHelp","MicroHelp, Inc"
"MicroHouse","MicroHouse"
"MicroLogic","MicroLogic Software"
"MicroPlot","MircoPlot Systems"
"MicroPro","MicroPro"
"Microcal","Microcal Software Inc."
"Microcom","Microcom"
"Micrographx","Micrographx Inc."
"Microid","Microids"
"Micromat","Micromat, Inc."
"Micron","Micron Electronics"
"Micronpc","MICRONPC"
"Microsoft","Microsoft"
"MicrosoftGS","Microsoft Game Studios"
"Microtek Intl","Microtek Internation Inc"
"Microtouch","MicroTouch"
"Microvalue","Microvalue"
"Midisoft","Midisoft Corporation"
"Midway","Midway"
"MidwayHome","Midway Home Entertainment Inc."
"Mijenix","Mijenix Corporation"
"Millennium","Millennium Software LLC"
"MindScape","MindScape"
"Mindjet","Mindjet Corporation"
"Minerva","Minerva"
"Mips","MIPS Dataline America Inc."
"Mira","Mira"
"Miraion","Miraizon"
"Mirc","Mirc Company"
"ModernAge","Modern Age Books, Inc."
"Monolith","Monolith Productions"
"MonteCristo","Monte Cristo Multimedia"
"MoonLight","Moonlight Computer Products, Inc."
"MostSig","Most Significant Bits Inc."
"Motorola","Motorola"
"Mouse","Mouse Systems Corporation"
"Mozilla","Mozilla Foundation"
"Multimedia","Multimedia 2002 Inc."
"MusicMatch","MusicMatch Corporation"
"My Software","My Software Company"
"Mystik","Mystik Media"
"N.A.Software","N.A.Software Limited"
"NAG","Numerical Algorithms Group Inc."
"NATWIDE","NationWide Mutal Insurance Company"
"NB","Network Box"
"NC Interactive","NC Interactive Inc"
"NCD","NCD"
"NCINTERNATION","NC International Inc."
"NCR","NCR Corp."
"NCSA","NCSA"
"NCSL","NCSL International"
"NDIC","National Drug Intelligence Center"
"NEATO","Neato LLC"
"NEC","NEC Technologies Inc."
"NETOBJ","NetObjects"
"NIJ","NIJ"
"NIST","NIST"
"NPI","Network Peripherals Inc."
"NS","Next Step Publishing"
"NSA","NSA"
"NVidia","NVidia"
"Napster","Napster Inc."
"NationalG","National Geographic"
"NeoPlanet","NeoPlanet Software"
"Neowork","Neowork Inc."
"Nero","Nero"
"Net Nanny","Net Nanny Software Inc."
"NetMAX","NetMAX"
"NetManager, Inc","NetManager, Inc"
"NetSarang","NetSarang Computer Inc."
"NetSmartz","NetSmartz"
"NetTaxi","NetTaxi"
"NetZero","NetZero, Inc."
"Netgear","Netgear, Inc."
"Netscape","Netscape Communication Corporation"
"Network Assoc.","Network Associates"
